npc_dota_hero_antimage,NA,agi,22.0,15,22.0,1.2,1.8,3.2,150.0,1.45,320.0,-1.0,27.0,31.0,0.0,0.3,0.47,1.75,0.9,25.0,1800.0,800.0,0.5,29.0,54.0,55.0,100.0
npc_dota_hero_arc_warden,Buff,agi,24.0,24.0,15.0,2.3,2.6,2.1,625.0,1.7,290.0,-2.0,29.0,39.0,900.0,0.3,0.51,1.75,0.9,25.0,1800.0,800.0,0.4,34.0,97.0,86.0,65.0
npc_dota_hero_bloodseeker,Buff,agi,23.0,18.0,24.0,2.4000000000000004,1.7,3.5,150.0,1.7,300.0,0.0,29.0,35.0,0.0,0.6,1.5,0.25,0.9,25.0,1800.0,800.0,0.5,32.0,88.0,58.0,108.0
npc_dota_hero_bounty_hunter,Buff,agi,17,19.0,21.0,1.8,2.0,3,150.0,1.7,315,3.0,24.0,38.0,0.0,0.3,0.51,0.75,0.9,25.0,1800.0,1000.0,0.6,31.0,80.0,67.0,95.0
npc_dota_hero_broodmother,Buff,agi,17.0,18.0,18,2.5,2.0,2.5,150.0,1.7,280.0,0.0,26.0,32.0,0.0,0.2,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,29.0,85.0,66.0,75.0
npc_dota_hero_clinkz,Buff,agi,15,16,22.0,1.5999999999999999,1.55,3.3,640,1.7,310.0,-1.0,15.0,21.0,900.0,0.5,0.51,1.75,0.9,25.0,1800.0,800.0,0.4,18.0,57.0,58.0,94.0
npc_dota_hero_drow_ranger,Buff,agi,17.0,15.0,26,1.5999999999999999,1.4,1.9,625.0,1.7,295.0,-3.0,21.0,32.0,1250.0,0.4,0.5,1.75,0.9,25.0,1800.0,800.0,0.7,26.5,62.0,48.0,83.0
npc_dota_hero_ember_spirit,Nerf,agi,19,20.0,22.0,2,1.8,2.1,150.0,1.7,315.0,-2,27.0,31.0,0.0,0.0,0.51,0.75,0.9,25.0,1800.0,800.0,0.5,29.0,83.0,63.0,72.0
npc_dota_hero_faceless_void,Buff,agi,23.0,15.0,23.0,1.8,1.5,2.65,150.0,1.7,310.0,0.0,33.0,39.0,0.0,0.35,0.51,0.75,0.9,25.0,1800.0,800.0,1,36.0,74.0,51.0,99.0
npc_dota_hero_gyrocopter,Buff,agi,21.0,19.0,24,1.8,2.1,2.8,365.0,1.7,315,2.0,18.0,28.0,3000.0,0.3,0.5,0.25,0.9,25.0,1800.0,800.0,0.6,23.0,77.0,69.0,105.0
npc_dota_hero_juggernaut,Buff,agi,20.0,14.0,26.0,1.9000000000000001,1.4,2.4,150.0,1.4,315.0,1.0,22.0,26.0,0.0,0.3,0.51,0.75,0.9,25.0,1800.0,800.0,0.6,24.0,73.0,47.0,93.0
npc_dota_hero_lone_druid,Nerf,agi,17.0,13.0,24,2.1,1.4,2.7,550.0,1.7,330,2.0,22.0,26.0,900.0,0.5,1.17,0.5,0.9,25.0,1800.0,800.0,0.4,24.0,75.0,46.0,87.0
npc_dota_hero_luna,Nerf,agi,15.0,16.0,18.0,2.2,1.9,3.3,330.0,1.7,345.0,0.0,20.0,26.0,900.0,0.6,0.4,0.25,0.9,25.0,1800.0,800.0,0.6,23.0,68.0,61.0,104.0
npc_dota_hero_medusa,Buff,agi,14.0,19.0,20,1.65,2.1,2.5,600.0,1.7,295,-1.0,24.0,30.0,1200.0,0.4,0.5,0.25,0.9,25.0,1800.0,800.0,0.5,27.0,46.0,69.0,115.0
npc_dota_hero_meepo,NA,agi,23.0,20.0,23,1.3,1.6,2.2,150.0,1.7,320,1,20.0,26.0,0.0,0.5,0.5,1.75,0.9,25.0,1800.0,800.0,0.6,23.0,62.0,58.0,75.0
npc_dota_hero_mirana,Buff,agi,17.0,17,20,1.9000000000000001,1.7,3.3,630.0,1.7,305.0,-1.0,22.0,27.0,900.0,0.5,0.83,0.25,0.9,25.0,1800.0,800.0,0.5,24.5,70.0,56.0,106.0
npc_dota_hero_monkey_king,Nerf,agi,18.0,20.0,22.0,2.2,1.8,3.7,300.0,1.7,310.0,-3.0,30.0,36.0,0.0,0.0,0.0,0.75,0.9,25.0,1800.0,800.0,0.6,33.0,86.0,63.0,110.0
npc_dota_hero_morphling,NA,agi,19.0,17,24.0,1.9999999999999998,1.1,4.3,350.0,1.6,290.0,-2.0,9.0,18.0,1300.0,0.25,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,13.5,82.0,39.0,127.0
npc_dota_hero_naga_siren,NA,agi,21.0,21.0,21.0,2.5,2.0,2.75,150.0,1.7,325.0,3.0,23.0,25.0,0.0,0.65,0.7,0.5,0.9,25.0,1800.0,800.0,0.5,24.0,89.0,69.0,109.0
npc_dota_hero_nevermore,NA,agi,13.0,18.0,20.0,1.9999999999999998,2.0,3.3,500.0,1.7,320.0,-2.0,15.0,21.0,1200.0,0.67,0.4,0.5,0.9,25.0,1800.0,800.0,1,18.0,72.0,66.0,99.0
npc_dota_hero_nyx_assassin,Buff,agi,18.0,18.0,19.0,2.2,2.1,2.5,150.0,1.7,315.0,1.0,23.0,27.0,0.0,0.4,1.1,1.75,0.9,25.0,1800.0,800.0,0.5,25.0,79.0,68.0,79.0
npc_dota_hero_pangolier,NoHero,agi,16.0,16.0,18.0,2.2,1.9,3.2,150.0,1.7,315.0,1.0,29.0,35.0,0.0,0.0,0.51,0.5,0.9,25.0,1800.0,800.0,1,32.0,77.0,61.0,94.0
npc_dota_hero_phantom_assassin,Buff,agi,20.0,15.0,23.0,1.9000000000000001,1.4,3.7,150.0,1.7,315,1.0,23.0,25.0,0.0,0.3,0.5,1.75,0.9,25.0,1800.0,800.0,0.6,24.0,73.0,48.0,111.0
npc_dota_hero_phantom_lancer,Buff,agi,18.0,23.0,29.0,1.7,2.0,2.6,150.0,1.7,300.0,0.0,25.0,47.0,0.0,0.3,0.51,0.5,0.9,25.0,1800.0,800.0,0.6,36.0,67.0,67.0,101.0
npc_dota_hero_razor,Buff,agi,21.0,19,22.0,2.3000000000000003,1.8,2,475.0,1.7,300.0,-1.0,23.0,25.0,2000.0,0.5,0.125,0.25,0.9,25.0,1800.0,800.0,0.4,24.0,84.0,64.0,72.0
npc_dota_hero_riki,Buff,agi,17.0,14.0,34,1.6,1.3,2.2,150.0,1.7,290,0,0.0,4.0,0.0,0.4,0.51,3.25,0.9,25.0,1800.0,800.0,0.6,2.0,63.0,45.0,82.0
npc_dota_hero_slark,Buff,agi,20.0,16.0,21.0,1.5999999999999999,1.9,1.7,150.0,1.7,310.0,-1.0,33.0,41.0,0.0,0.0,0.51,1.75,0.9,25.0,1800.0,1800.0,0.5,37.0,66.0,56.0,61.0
npc_dota_hero_sniper,Buff,agi,16,15.0,21.0,1.7,2.6,2.5,550.0,1.7,295.0,-1.0,15.0,21.0,3000.0,0.3,0.51,0.25,0.9,25.0,1800.0,1100,0.7,18.0,59.0,77.0,95.0
npc_dota_hero_spectre,Buff,agi,19,16.0,23.0,1.9999999999999998,1.9,2.1,150.0,1.7,300.0,0.0,23.0,27.0,0.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.4,25.0,78.0,61.0,73.0
npc_dota_hero_templar_assassin,Buff,agi,18.0,20.0,23.0,2.1,2.0,2.7,140.0,1.7,310,1.0,30.0,36.0,900.0,0.3,0.51,2.0,0.9,25.0,1800.0,800.0,0.7,33.0,76.0,68.0,85.0
npc_dota_hero_terrorblade,Buff,agi,15,19.0,22.0,1.4,1.75,3.2,150.0,1.5,320.0,7.0,26.0,32.0,0.0,0.5,0.51,2.0,0.9,25.0,1800.0,800.0,0.5,29.0,51.0,57.0,137.0
npc_dota_hero_troll_warlord,Buff,agi,20.0,13.0,21.0,2.2,1.0,2.75,500.0,1.7,300.0,-1.0,38,56,1200.0,0.2,0.3,1.75,0.9,25.0,1800.0,800.0,0.5,47.0,81.0,37.0,90.0
npc_dota_hero_ursa,Buff,agi,23.0,16.0,18.0,2.7,1.5,2.4,150.0,1.7,320,3,27.0,31.0,0.0,0.3,0.0,0.75,0.9,25.0,1800.0,800.0,0.5,29.0,103.0,52.0,75.0
npc_dota_hero_vengefulspirit,NA,agi,18.0,13.0,27.0,2.6,1.5,3.8,400.0,1.7,310,0.0,9.0,23.0,1500.0,0.3,0.51,1.75,0.9,25.0,1800.0,800.0,0.6,16.0,88.0,49.0,118.0
npc_dota_hero_venomancer,Buff,agi,18.0,17.0,22.0,1.85,1.8,2.6,450.0,1.7,290.0,0.0,19.0,21.0,900.0,0.0,0.51,0.25,0.9,25.0,1800.0,800.0,0.4,20.0,69.0,60.0,102.0
npc_dota_hero_viper,Buff,agi,20.0,15.0,21.0,2.1,1.8,3.3,575.0,1.7,290.0,-1.0,23.0,25.0,1200.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.4,24.0,78.0,58.0,100.0
npc_dota_hero_weaver,Nerf,agi,15.0,15,14.0,1.5,1.8,2.8,425.0,1.8,290,-1.0,39.0,49.0,900.0,0.3,0.51,1.75,0.9,25.0,1800.0,800.0,0.5,44.0,59.0,56.0,100.0
npc_dota_dark_willow,NoHero,int,18.0,20.0,18.0,1.5,3.5,1.6,475.0,1.3,290.0,-1.0,27.0,35.0,1200.0,0.0,0.51,0.25,0.9,25.0,1800.0,800.0,0.7,31.0,63.0,102.0,56.0
npc_dota_hero_ancient_apparition,Buff,int,18.0,25.0,20.0,1.4,3,2.2,600,1.7,290.0,-1.0,19,29,1250.0,0.01,0.75,0.25,0.9,25.0,1800.0,800.0,0.6,24.0,60.0,95.0,72.0
npc_dota_hero_bane,NA,int,22,22,22,2.1,2.1,2.1,400.0,1.7,310.0,1.0,33.0,39.0,900.0,0.5,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,36.0,85.0,85.0,85.0
npc_dota_hero_batrider,Buff,int,23,24.0,15.0,2.6,2.9,1.5,375.0,1.7,290.0,0.0,16.0,20.0,900.0,0.2,0.7,2.0,0.9,25.0,1200.0,800.0,1,18.0,97.0,91.0,51.0
npc_dota_hero_chen,Buff,int,23.0,21.0,15.0,1.5,3.2,2.1,600,1.7,310.0,-1.0,29.0,39.0,1100.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,34.0,68.0,95.0,65.0
npc_dota_hero_crystal_maiden,Buff,int,16.0,16.0,16.0,1.7,2.9,1.6,600.0,1.7,280,-1,16.0,22.0,900.0,0.3,2.4,0.25,0.9,25.0,1800.0,800.0,0.5,19.0,66.0,83.0,54.0
npc_dota_hero_dark_seer,Buff,int,22,25,12.0,2.3000000000000003,3.1,1.2,150.0,1.7,300.0,5.0,33.0,39.0,0.0,0.4,0.67,0.25,0.9,25.0,1800.0,800.0,0.6,36.0,98.0,95.0,55.0
npc_dota_hero_dazzle,Buff,int,16.0,27.0,21.0,1.8499999999999999,3.4,1.7,550.0,1.7,305,-1.0,16.0,22.0,1200.0,0.3,0.5,0.25,0.9,25.0,1800.0,800.0,0.6,19.0,78.0,113.0,61.0
npc_dota_hero_death_prophet,Buff,int,17.0,23.0,14.0,1.9,3.5,1.4,600.0,1.7,310,2.0,23.0,35.0,1000.0,0.5,0.83,0.75,0.9,25.0,1800.0,800.0,0,29.0,93.0,105.0,47.0
npc_dota_hero_disruptor,Nerf,int,19.0,22.0,15.0,2.1,2.9,1.4,600.0,1.7,305.0,-1.0,29.0,33.0,1200.0,0.05,1.0,0.25,0.9,25.0,1800.0,800.0,0.5,31.0,78.0,89.0,48.0
npc_dota_hero_enchantress,Buff,int,16,17,19.0,1.0,2.8,1.8,550,1.7,335,-2.0,33.0,43.0,900.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.4,38.0,56.0,103.0,62.0
npc_dota_hero_enigma,Buff,int,17,20.0,14.0,2.2,3.9,1.0,500.0,1.7,300,2.0,24.0,30.0,900.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,27.0,81.0,111.0,38.0
npc_dota_hero_furion,Buff,int,19.0,25.0,18.0,2.0000000000000004,3.3,1.9,600.0,1.7,295,1.0,29.0,43.0,1125.0,0.5,1.17,0.25,0.9,25.0,1800.0,800.0,0.6,36.0,83.0,102.0,97.0
npc_dota_hero_invoker,Buff,int,17,16.0,14.0,2.1,4.6,1.9,600.0,1.7,280.0,-1.0,18.0,24.0,900.0,0.0,0.0,0.25,0.9,25.0,1800.0,800.0,0.5,21.0,75.0,124.0,59.0
npc_dota_hero_jakiro,Buff,int,25.0,28,10.0,2.5,3.2,1.2,400.0,1.7,290.0,1.0,25.0,33.0,1100.0,0.65,0.3,0.25,0.9,25.0,1800.0,800.0,0.5,29.0,94.0,102.0,38.0
npc_dota_hero_keeper_of_the_light,Buff,int,14.0,25.0,15.0,1.9999999999999998,3.2,1.6,600.0,1.7,335.0,-1.0,43,57,900.0,0.3,2.4,0.25,0.9,25.0,1800.0,800.0,0.5,50.0,71.0,99.0,53.0
npc_dota_hero_leshrac,Buff,int,16.0,26.0,23.0,1.6999999999999997,3.5,1.7,600.0,1.7,325,0.0,17.0,21.0,900.0,0.7,0.8,0.25,0.9,25.0,1800.0,800.0,0.5,19.0,73.0,106.0,78.0
npc_dota_hero_lich,Buff,int,18.0,18,15.0,1.8,3.3,2.0,550.0,1.7,310,-1.0,26.0,35.0,900.0,0.4,1.1,0.25,0.9,25.0,1800.0,800.0,0.5,30.5,70.0,118.0,63.0
npc_dota_hero_lina,Buff,int,18.0,27.0,16.0,1.7,3.7,1.5,670.0,1.6,295.0,-1.0,15.0,27.0,1000.0,0.45,1.08,0.25,0.9,25.0,1800.0,800.0,0.5,21.0,68.0,118.0,52.0
npc_dota_hero_lion,Buff,int,16.0,20,15.0,1.7,3.5,1.5,600.0,1.7,290.0,-1.0,27,33,900.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,30.0,70.0,102.0,51.0
npc_dota_hero_necrolyte,Nerf,int,16.0,22.0,15,2.2,2.9,1.2,550,1.7,285,1.0,24.0,28.0,900.0,0.5,0.5,0.25,0.9,25.0,1800.0,800.0,0.5,26.0,85.0,89.0,43.0
npc_dota_hero_obsidian_destroyer,Buff,int,19.0,26,28.0,2.3000000000000003,2.7,2.0,450.0,1.7,315.0,0.0,16.0,31.0,900.0,0.25,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,23.5,81.0,108.0,76.0
npc_dota_hero_ogre_magi,Nerf,int,23.0,17.0,14.0,3.2,2.3,1.6,150.0,1.7,290.0,6.0,43.0,49.0,0.0,0.45,0.51,3.5,0.9,25.0,1800.0,800.0,0.6,46.0,109.0,70.0,52.0
npc_dota_hero_oracle,Buff,int,18.0,23.0,15.0,2.1,2.9,1.7,620.0,1.4,305.0,0.0,18.0,24.0,900.0,0.3,0.83,0.25,0.9,25.0,1800.0,800.0,0.4,21.0,77.0,117.0,55.0
npc_dota_hero_puck,Buff,int,15.0,25.0,22.0,1.9000000000000001,2.4,1.7,550.0,1.7,300.0,-1.0,30.0,41.0,900.0,0.1,0.51,0.25,0.9,25.0,1800.0,800.0,0.4,35.5,69.0,97.0,62.0
npc_dota_hero_pugna,Buff,int,17.0,26.0,16.0,1.2,5.2,1.0,600,1.7,330,-1,21.0,29.0,900.0,0.2,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,25.0,67.0,148.0,40.0
npc_dota_hero_queenofpain,Buff,int,16.0,24.0,18,1.6999999999999997,2.9,2,550.0,1.5,214.0,-1.0,27.0,35.0,1500.0,0.452,1.008,0.25,0.9,25.0,1800.0,800.0,0.5,31.0,73.0,91.0,70.0
npc_dota_hero_rubick,Buff,int,19.0,27,14,1.7,3.1,1.6,600,1.7,290.0,-1.0,14.0,24.0,1125.0,0.1,1.17,0.25,0.9,25.0,1800.0,800.0,0.7,19.0,69.0,99.0,69.0
npc_dota_hero_shadow_demon,Nerf,int,17,23.0,18.0,1.9000000000000001,3.1,2.2,500.0,1.7,295.0,0.0,29.0,33.0,900.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,31.0,85.0,95.0,70.0
npc_dota_hero_shadow_shaman,Buff,int,21.0,21,16.0,1.9999999999999998,3.5,1.6,500,1.7,285.0,-1.0,28.0,35.0,900.0,0.3,1.07,1.25,0.9,25.0,1800.0,800.0,0.4,31.5,78.0,105.0,54.0
npc_dota_hero_silencer,Buff,int,17.0,27.0,22.0,2.4000000000000004,2.9,3.0,600.0,1.7,295.0,-1.0,18.0,32.0,1000.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.6,25.0,83.0,94.0,94.0
npc_dota_hero_skywrath_mage,Buff,int,19.0,27.0,13.0,1.7,4.1,0.8,600.0,1.7,325,-2.0,14.0,24.0,1000.0,0.1,1.08,0.25,0.9,25.0,1800.0,800.0,0.5,19.0,69.0,123.0,32.0
npc_dota_hero_storm_spirit,Buff,int,19.0,24.0,22.0,1.7,3,1.8,480.0,1.7,285.0,2.0,22.0,32.0,1100.0,0.3,0.51,0.25,0.9,25.0,1800.0,800.0,0.8,27.0,69.0,110.0,58.0
npc_dota_hero_techies,Nerf,int,17.0,22.0,14.0,2.2,3.3,1.3,700.0,1.7,270,5.0,9.0,11.0,900.0,0.0,0.51,0.25,0.9,25.0,1800.0,800.0,0.5,10.0,79.0,101.0,45.0
npc_dota_hero_tinker,NA,int,17.0,30.0,13.0,2.2,2.5,1.2,500.0,1.7,305,2.0,24.0,30.0,900.0,0.53,0.5,0.25,0.9,25.0,1800.0,800.0,0.6,27.0,77.0,88.0,41.0
